SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class,temp_diff,voltage_current_ratio,efficiency_drop,degradation_slope,eff_temp_ratio,rolling_efficiency_mean_5,rolling_deg_rate_mean_5,rolling_temp_mean_5,rolling_deg_slope_5
1.1224932426803087,-1.4382452222720075,0.4552579197427247,0.6373288962188941,0.6471905794025827,0.1658625024364731,0.7630151758588138,0,-0.7630151758587947,1,101,0,1,-0.007319002122209314,-0.6201005046284697,0.00022811440484478703,-0.0002281144048447691,-0.8064439169532485,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.001647505753724552
0.5211208259784502,1.2546268083267502,-1.314318169914063,-1.4437194381065064,0.38715439376356636,-0.321118056349281,-0.18627724949716007,1,0.18627724949719288,0,101,0,1,-1.2661468597190055,1.3116742813658784,0.6814423373181414,-0.6814423373181319,1.4112577423489947,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.001647505753724552
1.0430269509816659,1.3254242992984322,0.8287903104814422,0.10075054849637259,0.7243014078080908,0.5752451693636991,1.0330799440682266,2,-1.0330799440682192,1,101,1,2,-0.43167704079565977,-0.6119393551436482,-0.8747851490338754,0.8747851490338576,-0.39011813911215276,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.001647505753724552
1.285143181254422,0.6435124054398189,0.04631615036999146,-0.3432261982624124,0.4788513966421789,-1.1159799782211999,-0.40721699688054896,1,0.40721699688055457,0,103,2,0,-0.568746475237701,-0.3842793701306443,1.0337882010397745,-1.0337882010397763,0.41320855247244964,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.001647505753724552
-1.282187343506042,1.5167037839376458,0.9279862435229496,1.5867555673210196,-0.934301323120211,-0.23980264917585223,-0.6706776950808148,2,0.6706776950808063,0,105,0,1,1.7437556513316739,-0.628815362461431,0.18928806052774372,-0.1892880605277539,-1.2722910490772807,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.9622753698479587
0.11689978799222768,-1.1285587254079132,1.5421996389723407,-0.4083070012644112,-1.4827975434081364,-1.6986717000530378,-1.5041937433200012,2,1.5041937433200172,0,106,2,0,0.7440389481778278,-0.8227334394884946,0.5983609678025825,-0.5983609678025654,0.7732935883259279,0.767103765932353,-0.767103765932302,-0.24048656636659568,-1.3514831009184267
-1.333870597027575,1.590096586272841,0.5159072391935746,-0.9487102114703716,-1.0179472344415164,-0.39421763460462955,-1.1031583077744624,2,1.1031583077744709,0,106,0,1,0.04865735772485303,-0.5157466761600475,-0.2875557499648802,0.287555749964875,1.1819892708055246,1.17534967259925,-1.1753496725992338,-0.010471329779370837,-1.6718232773666968
-1.1185287330546092,0.3704997235431658,-0.06308722234254878,0.36612267313741675,-1.1382241179080026,1.471256364504883,0.8083064350423436,0,-0.8083064350423205,0,107,0,2,1.0409705337374557,-0.3476786290944889,-1.3714429688399277,1.371442968839939,-0.5725939103511504,1.275431208975828,-1.275431208975816,0.11283875970676245,0.6200092580071034
1.452630456656033,0.7829162573483396,-0.14005351346486977,-1.239463557556651,0.6266895701801164,0.4076325502333152,0.940602745587357,1,-0.940602745587347,1,108,1,2,-1.2907239316789834,-0.28737007751101484,-0.09470799376901994,0.09470799376901062,0.89971054046969,0.6753076838795771,-0.6753076838795176,-0.3036145852889773,1.7200408013550572
0.28842151235145685,0.6339599082728122,-0.3593462170588122,-0.41162122031277887,-0.9574554110630437,-1.2736337508285247,-1.0411629865481062,0,1.0411629865481062,1,108,0,0,0.37812492926207325,-0.16565998069083443,1.4223473341032389,-1.422347334103247,0.6503686432705024,0.8402681248837163,-0.8402681248837226,-1.2321974982209913,0.922119862389367
0.4902448271666244,0.294211487686804,0.5227943484274374,-1.0166185188856356,0.3725816660630665,-0.7377912432794328,-0.5282670467518371,1,0.528267046751807,0,109,2,1,-0.9607669729384373,-0.5694210333191906,-0.3678270809504724,0.36782708095045114,1.0894723229291055,0.4057318505391405,-0.40573185053914584,-1.5148607499652473,-0.21928607208414633
1.7113652123154006,-1.3742893129661773,1.0489486348179018,1.3776339880619806,-0.2508597553591207,-0.8053235945370738,0.2608963474608932,0,-0.26089634746092594,0,109,0,1,1.1261178982639464,-0.751539146305736,-0.5660771820254399,0.5660771820254383,-1.3332240486734812,-0.20162035119150598,0.20162035119145877,-0.43388168402940963,-0.7990867738113633
