Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class,temp_diff,voltage_current_ratio,efficiency_drop,degradation_slope,eff_temp_ratio,rolling_efficiency_mean_5,rolling_deg_rate_mean_5,rolling_temp_mean_5,rolling_deg_slope_5
356.18101782710437,53.14291856867342,45.68126584617151,16.292043029215193,45.468580325389894,1.4265072566375159,Fast,90.90394674842398,Li-ion,1333,Model C,Short,29.38922281695632,6.7023232336559175,9.096053251576024,0.0010701479794730051,1.9899612032323426,90.90394674842398,1.4265072566375159,45.68126584617151,0.0010701479794730051
442.6071459614874,113.64104112637804,23.365598599801952,28.283865789203702,165.382936001935,1.1185830960538288,Normal,84.2700822512479,Solid-state,574,Model A,Long,-4.91826718940175,3.894782567763282,15.7299177487521,0.0019487510384213044,3.606587774385638,87.58701449983593,1.2725451763456723,34.523432222986735,0.0015094495089471548
409.7990912717108,81.43559810763267,26.465148563784552,28.515878040252662,105.78785586717858,0.6881024709440227,Normal,81.83208450716727,Solid-state,517,Model D,Medium,-2.05072947646811,5.032186178949446,18.167915492832734,0.001330952555017452,3.092069719916402,85.66870450227971,1.077730941211789,31.83733766991934,0.0014499505243039206
389.7987726295555,100.85706911647029,55.94216754108317,30.935747537455164,153.96861991616123,1.6462105374432026,Fast,82.75146450531798,Li-ion,446,Model B,Long,25.00642000362801,3.864863177606458,17.248535494682017,0.003691055016688795,1.4792323598213535,84.93939450303928,1.2198508402696424,37.8635451377103,0.002010226647400139
323.40279606636545,140.7566473926093,44.2571623863836,33.15228334306654,78.00744015459176,1.4009892278523706,Normal,84.42723911092115,NiMH,1652,Model A,Medium,11.104879043317055,2.2976022948621777,15.57276088907885,0.0008480564333246796,1.9076514299275658,84.83696342461566,1.2560785177861882,39.14226858744496,0.0017777926045850472
323.3991780504304,74.92922291488749,20.367882064665185,39.396301986563365,164.32848427443008,0.4089721847552935,Fast,82.892264718672,NiMH,739,Model C,Long,-19.02841992189818,4.3160620845858935,17.107735281328004,0.0005534129698989087,4.069753765045409,83.23462701866526,1.0525715034097436,34.07959183114369,0.001674445602670228
308.7125418252299,91.03829230356297,24.058861714641285,27.907508707529885,88.38025181012446,1.8307616505383006,Normal,83.35820643292351,NiMH,1038,Model A,Medium,-3.8486469928886002,3.391018592438468,16.64179356707649,0.0017637395477247597,3.4647610274178082,83.05225185500038,1.195007214306638,34.21824445411156,0.0016374433045309189
429.9264218662403,125.55511385430486,46.54007076432223,23.073911823531148,31.625647722044754,1.6628207615540211,Fast,85.13171303648924,NiMH,1054,Model C,Short,23.466158940791082,3.424204786792916,14.868286963510755,0.001577628806028483,1.8292132271906962,83.71217756086477,1.3899508724286378,38.233228894219096,0.0016867785547331252
390.16725176148134,72.87981654916224,20.20246335384875,34.87965486921759,165.80729646288955,1.9046198352546557,Fast,83.12072471530558,Li-ion,975,Model C,Long,-14.67719151536884,5.353570717323195,16.879275284694415,0.0019534562412868266,4.114385620180835,83.7860296028623,1.4416327319909283,31.085288056772207,0.0013392587996527315
406.2108866694068,57.6979909828793,26.432322056699945,21.770806281551856,43.69300151792004,1.478867065937884,Fast,96.14177764327565,Solid-state,862,Model A,Short,4.661515775148089,7.040295160189228,3.8582223567243545,0.001715623046331652,3.6372808048056475,86.1289373093332,1.4572082996080309,27.520319990835482,0.001512772122254126
303.08767414437034,78.9751452913768,41.949351574663446,25.9742855176409,77.89704563856223,1.2654888722780007,Normal,81.44420742190955,NiMH,1302,Model D,Medium,15.975066057022545,3.837760260220301,18.555792578090447,0.0009719576591996933,1.9414890663316045,85.83932584998071,1.6285116371125725,31.836613892835135,0.001596481060114283
445.4864778242992,66.12212872540044,47.67580790770773,16.961409533556647,172.50929505762073,0.8946617689521758,Normal,89.44120501226459,Li-ion,1305,Model C,Long,30.71439837415108,6.737328129201141,10.55879498773541,0.0006855645739097132,1.8760291421890025,87.05592556584892,1.4412916607953474,36.56000313144842,0.0013808460653512735
424.86639612006326,142.9697652342573,46.07845038010402,15.633768585386438,172.5910720406334,1.872184118372625,Normal,87.3871428858139,NiMH,763,Model D,Long,30.444681794717585,2.9717219960731955,12.612857114186099,0.002453714440855341,1.8964861484045554,87.50701153571386,1.4831643321590682,36.46767905460477,0.0015560631923166451
331.8508666017414,130.8120379564417,28.970772378422392,39.06621036694813,116.01568321849291,1.745521390050776,Fast,97.68281510435492,NiMH,124,Model B,Medium,-10.095437988525735,2.536852661161371,2.3171848956450845,0.01407678540363529,3.3717711709029086,90.41942961352372,1.4513446431182921,38.22134085951951,0.003980729024786338
327.2737450810651,113.34037565104234,48.48716885390144,35.89950301280514,124.77558182546989,0.18591547320175988,Normal,82.01670023902494,Li-ion,1303,Model C,Long,12.587665841096296,2.887530089795104,17.983299760975058,0.0001426826348440214,1.6915134906340403,87.59441413267358,1.1927543245710674,42.63231021895981,0.003666140942488812
327.51067647801506,137.14605901877178,29.489963499872005,32.39935515234245,97.26682829674796,0.15009725154477882,Normal,87.16140078282335,Solid-state,809,Model D,Medium,-2.909391652470447,2.388042928985566,12.83859921717665,0.00018553430351641388,2.9556293205721214,88.73785280485633,0.9696760004244231,40.14043260400151,0.003508856271352156
345.63633644393065,130.36720768991145,33.01598792637071,25.223823610356746,73.98161575470968,0.8152803970682941,Fast,97.45046779895664,Solid-state,1624,Model D,Medium,7.792164316013967,2.651252125197416,2.5495322010433625,0.0005020199489336786,2.951614472851211,90.33970536219474,0.9537997260476467,37.20846860773412,0.0034721473463569493
378.7134647448357,68.65700588860358,49.85965620472096,19.332358001771144,79.2996818054874,1.6400513284854825,Trickle,95.57912826609164,Li-ion,1979,Model B,Medium,30.52729820294982,5.516020686356475,4.420871733908356,0.0008287273009022145,1.9169632432612267,91.97810243825029,0.9073731680702183,37.96470977265751,0.0031471499183663237
364.7917527963174,139.25589984899779,45.98531596188859,18.91092606677715,130.87776841155576,1.9758246456983946,Fast,94.70729727708704,Solid-state,1284,Model D,Long,27.074389895111437,2.6195784393471264,5.2927027229129635,0.0015388042411981265,2.0595117222980033,91.38299887279672,0.953433819199742,41.36761848935074,0.000639553685878891
343.6843710297063,103.93422419156508,53.96893641976712,21.256072454114882,142.856179415652,0.3857920930967036,Normal,84.64225088680891,Li-ion,276,Model D,Long,32.71286396565223,3.306748799089015,15.35774911319109,0.0013977974387561723,1.5683512869045002,91.90810900235351,0.9934091431787306,42.46397200252388,0.0008905766466613212
391.7779342083569,130.74401551640625,46.30451569201374,28.730666617653014,148.73685655887726,1.2288483591690569,Fast,83.07597657302118,Li-ion,384,Model B,Long,17.573849074360723,2.9965267064877255,16.92402342697882,0.0032001259353360858,1.794122567344971,91.09102416039309,1.2091593647035865,45.82688244095222,0.0014934949730252556
320.92407909780627,139.60912999234932,42.73234413341886,32.86489806750156,148.4427214191831,0.8236926275989408,Trickle,92.03557795863976,Li-ion,162,Model C,Long,9.867446065917306,2.2987327484627484,7.964422041360237,0.005084522392586054,2.1537685288522064,90.00804619232972,1.2108418108097156,47.77015368236185,0.0024099954617557303
343.8216972802827,81.80034749718638,23.7469907131237,31.504934417943282,43.680915457303556,1.942837355847746,Fast,96.72876780429655,Solid-state,1102,Model D,Short,-7.757943704819581,4.203181377586555,3.2712321957034476,0.00176301030476202,4.073306339014977,90.23797409997069,1.2713990162821684,42.547620584042406,0.0025968520625276915
354.9542764940538,61.00519245276767,34.70863212237734,21.99834742364857,104.16304570538722,1.7000259539578466,Normal,90.02173207425074,Li-ion,761,Model D,Medium,12.710284698728767,5.818427288281594,9.978267925749265,0.002233936864596382,2.5936410215432244,89.30086105940343,1.2162392779340587,40.292283816140156,0.002735878587207343
368.4104976325554,72.79351625419417,30.608094707269018,38.87163201657985,38.63381400249664,1.692824538951162,Trickle,90.2890284104582,NiMH,765,Model D,Short,-8.263537309310834,5.06103450678313,9.7109715895418,0.0022128425345766824,2.949841513297976,90.43021656413329,1.4776457671049505,35.62011547364053,0.002898887606371445
417.77639420895207,92.71077886262563,29.75958573516334,33.44742291739421,112.42933234856034,0.9905170036104435,Normal,85.03962368588512,Solid-state,255,Model A,Medium,-3.687837182230872,4.506233248541607,14.960376314114882,0.0038843804063154646,2.857554014450005,90.82294598670607,1.4299794959932277,32.31112948227045,0.0030357385005673207
329.95106732375393,131.80147659224932,58.920422190097824,28.858851312785017,96.22957520600656,0.8881570544415638,Trickle,93.85087279745487,Solid-state,1592,Model B,Medium,30.061570877312807,2.5033943158657825,6.149127202545131,0.0005578875970110325,1.5928411458875706,91.1860049544691,1.4428723813617526,35.54874509360624,0.002130411541452316
