SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class,temp_diff,voltage_current_ratio,efficiency_drop,degradation_slope,eff_temp_ratio,rolling_efficiency_mean_5,rolling_deg_rate_mean_5,rolling_temp_mean_5,rolling_deg_slope_5,Predicted_SOH
1.1224932426803087,-1.4382452222720077,0.4552579197427247,0.6373288962188941,0.6471905794025827,0.1658625024364731,0.7630151758588138,0,-0.7630151758587947,1,101,0,1,-0.0073190021222093,-0.6201005046284697,0.0002281144048447,-0.0002281144048447,-0.8064439169532485,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.0016475057537245,1.1293144
0.5211208259784502,1.2546268083267502,-1.314318169914063,-1.4437194381065064,0.3871543937635663,-0.321118056349281,-0.18627724949716,1,0.1862772494971928,0,101,0,1,-1.2661468597190055,1.3116742813658784,0.6814423373181414,-0.6814423373181319,1.4112577423489947,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.0016475057537245,0.5198357
1.043026950981666,1.3254242992984322,0.8287903104814422,0.1007505484963725,0.7243014078080908,0.5752451693636991,1.0330799440682266,2,-1.0330799440682192,1,101,1,2,-0.4316770407956597,-0.6119393551436482,-0.8747851490338754,0.8747851490338576,-0.3901181391121527,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.0016475057537245,1.0399839
1.285143181254422,0.6435124054398189,0.0463161503699914,-0.3432261982624124,0.4788513966421789,-1.1159799782212,-0.4072169968805489,1,0.4072169968805545,0,103,2,0,-0.568746475237701,-0.3842793701306443,1.0337882010397743,-1.0337882010397763,0.4132085524724496,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.0016475057537245,1.3296872
-1.282187343506042,1.5167037839376458,0.9279862435229496,1.5867555673210196,-0.934301323120211,-0.2398026491758522,-0.6706776950808148,2,0.6706776950808063,0,105,0,1,1.743755651331674,-0.628815362461431,0.1892880605277437,-0.1892880605277539,-1.2722910490772807,-0.2423824181890303,0.2423824181890564,0.2453875858752372,-0.9622753698479588,-1.2584709
0.1168997879922276,-1.1285587254079132,1.5421996389723407,-0.4083070012644112,-1.4827975434081364,-1.6986717000530378,-1.5041937433200012,2,1.5041937433200172,0,106,2,0,0.7440389481778278,-0.8227334394884946,0.5983609678025825,-0.5983609678025654,0.7732935883259279,0.767103765932353,-0.767103765932302,-0.2404865663665956,-1.3514831009184267,0.11480058
-1.333870597027575,1.590096586272841,0.5159072391935746,-0.9487102114703716,-1.0179472344415164,-0.3942176346046295,-1.1031583077744624,2,1.1031583077744709,0,106,0,1,0.048657357724853,-0.5157466761600475,-0.2875557499648802,0.287555749964875,1.1819892708055246,1.17534967259925,-1.1753496725992338,-0.0104713297793708,-1.6718232773666968,-1.330805
-1.1185287330546092,0.3704997235431658,-0.0630872223425487,0.3661226731374167,-1.1382241179080026,1.471256364504883,0.8083064350423436,0,-0.8083064350423205,0,107,0,2,1.0409705337374555,-0.3476786290944889,-1.3714429688399277,1.371442968839939,-0.5725939103511504,1.275431208975828,-1.275431208975816,0.1128387597067624,0.6200092580071034,-1.1567856
1.452630456656033,0.7829162573483396,-0.1400535134648697,-1.239463557556651,0.6266895701801164,0.4076325502333152,0.940602745587357,1,-0.940602745587347,1,108,1,2,-1.2907239316789834,-0.2873700775110148,-0.0947079937690199,0.0947079937690106,0.89971054046969,0.6753076838795771,-0.6753076838795176,-0.3036145852889773,1.7200408013550572,1.4558014
0.2884215123514568,0.6339599082728122,-0.3593462170588122,-0.4116212203127788,-0.9574554110630435,-1.2736337508285247,-1.0411629865481062,0,1.0411629865481062,1,108,0,0,0.3781249292620732,-0.1656599806908344,1.4223473341032389,-1.422347334103247,0.6503686432705024,0.8402681248837163,-0.8402681248837226,-1.2321974982209911,0.922119862389367,0.32530132
0.4902448271666244,0.294211487686804,0.5227943484274374,-1.0166185188856356,0.3725816660630665,-0.7377912432794328,-0.5282670467518371,1,0.528267046751807,0,109,2,1,-0.9607669729384372,-0.5694210333191906,-0.3678270809504724,0.3678270809504511,1.0894723229291057,0.4057318505391405,-0.4057318505391458,-1.514860749965247,-0.2192860720841463,0.4367665
1.7113652123154006,-1.3742893129661773,1.0489486348179018,1.3776339880619806,-0.2508597553591207,-0.8053235945370738,0.2608963474608932,0,-0.2608963474609259,0,109,0,1,1.1261178982639464,-0.751539146305736,-0.5660771820254399,0.5660771820254383,-1.3332240486734812,-0.2016203511915059,0.2016203511914587,-0.4338816840294096,-0.7990867738113633,1.6830117
