Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class,temp_diff,voltage_current_ratio,efficiency_drop,degradation_slope,eff_temp_ratio,rolling_efficiency_mean_5,rolling_deg_rate_mean_5,rolling_temp_mean_5,rolling_deg_slope_5,Predicted SOH (%),RUL (cycles),RUL (years)
340.7023547660844,113.23058305935794,59.60215400417053,31.08220546105883,127.38154531740952,0.5046319068669304,Trickle,93.34017168722106,Li-ion,117,Model A,Long,28.5199485431117,3.008925199894809,6.6598283127789415,0.0043130932210848,1.566053664447929,93.34017168722106,0.5046319068669304,59.60215400417053,0.0,-2.1563601,0,0.0
331.8508666017414,130.8120379564417,28.970772378422392,39.06621036694813,116.01568321849292,1.745521390050776,Fast,97.68281510435492,NiMH,124,Model B,Medium,-10.095437988525736,2.536852661161371,2.3171848956450845,0.0140767854036352,3.371771170902909,97.68281510435492,1.745521390050776,28.970772378422392,0.0,-1.4396175,0,0.0
416.2699235041672,73.95618906669725,35.40390914407701,36.41224602970806,113.76063746037076,1.7191448506052265,Trickle,87.41313645465084,Li-ion,131,Model D,Medium,-1.0083368856310455,5.6286015917985575,12.58686354534916,0.013123243134391,2.469024990966989,87.41313645465084,1.7191448506052265,35.40390914407701,0.0,-1.4704001,0,0.0
433.08191138644895,102.96505783560065,31.46165008513137,33.76536879102146,172.56172261148382,0.3432870940197676,Fast,82.10416473275055,Li-ion,154,Model A,Long,-2.303718705890084,4.206105648752512,17.895835267249453,0.0022291369741543,2.609658568784114,87.7221682099858,0.42395950044334896,45.53190204465095,-0.16134481284716273,-2.226261,0,0.0
317.38035892876945,63.75209441459933,51.83170677744404,22.046369369335,108.46467662552232,0.5906643377680209,Trickle,85.42480173495456,Solid-state,154,Model D,Medium,29.785337408109044,4.978351877583004,14.575198265045444,0.0038354827127793,1.6481186332866324,86.41896909480269,1.1549045941866236,43.61780796076053,-1.1284805128372053,-2.261568,0,0.0
320.92407909780627,139.60912999234932,42.73234413341886,32.86489806750156,148.4427214191831,0.8236926275989408,Trickle,92.03557795863976,Li-ion,162,Model C,Long,9.867446065917306,2.2987327484627484,7.964422041360237,0.005084522392586,2.1537685288522064,92.03557795863976,0.8236926275989408,42.73234413341886,0.0,-2.1789658,0,0.0
395.633620703282,105.52008115994624,41.70578538830306,19.43598859449307,72.14447843883454,0.3448714716302335,Trickle,91.23628392645186,NiMH,186,Model C,Medium,22.26979679380999,3.7493680478086886,8.763716073548139,0.0018541476969367,2.1876169715302924,91.63593094254581,0.5842820496145872,42.21906476086096,-0.4788211559687073,-2.3690555,0,0.0
329.80735223012584,51.65878289278562,52.404535787167234,15.455545641288744,175.48182400614584,1.588940724208172,Normal,89.41517764584415,NiMH,213,Model D,Long,36.94899014587849,6.384342289182832,10.584822354155849,0.0074598156066111,1.7062488256548978,87.41770527848318,1.2995833041938065,46.546717236229426,-0.06510206319852747,-1.5128485,0,0.0
442.332830588,83.7615171403628,39.70070775275455,17.901816012672906,45.16840141841854,1.1553202406449925,Trickle,90.99116076394938,Solid-state,247,Model C,Short,21.798891740081647,5.2808598230947,9.00883923605062,0.0046774098811538,2.291927925583043,91.42100754968033,0.7746281132913889,41.379612424825496,0.1658138065230258,-1.9922131,0,0.0
417.77639420895207,92.71077886262565,29.75958573516334,33.44742291739421,112.42933234856034,0.9905170036104436,Normal,85.03962368588512,Solid-state,255,Model A,Medium,-3.687837182230872,4.506233248541607,14.960376314114882,0.0038843804063154,2.857554014450005,86.82798670195224,0.6128120014990471,40.27446327482175,0.2429425483717563,-1.9724033,0,0.0
348.77749830401206,115.99840460341792,21.437690951869683,35.08702325962122,165.17370157364834,0.5562766756785669,Normal,89.7839515000518,Li-ion,261,Model A,Long,-13.649332307751536,3.006743924594764,10.2160484999482,0.0021313282593048,4.188135359429711,87.56697790147713,0.5986781700439271,35.56527019408373,0.0802164216025586,-2.0947273,0,0.0
343.6843710297063,103.93422419156508,53.96893641976712,21.25607245411488,142.856179415652,0.3857920930967036,Normal,84.64225088680891,Li-ion,276,Model D,Long,32.71286396565223,3.306748799089015,15.35774911319109,0.0013977974387561,1.5683512869045002,86.72384168056462,1.0711355014195307,48.40227203211385,-0.3001781886085418,-2.3085537,0,0.0
420.329547113106,68.65185103998542,48.09936335948437,37.63376604890159,160.28986922841904,0.9312023518450852,Trickle,82.94580697158268,Li-ion,293,Model B,Long,10.46559731058278,6.122625111277629,17.054193028417316,0.003178165023362,1.724467876043669,90.31431103796879,1.3383618709479306,38.535067868953384,-0.814319038205691,-2.0594711,0,0.0
346.7566614134116,110.95643339798968,37.12736593269257,30.87734127169109,177.90015957343064,0.3157594251792951,Normal,84.58353178574775,NiMH,314,Model B,Long,6.250024661001476,3.125160486815848,15.416468214252248,0.0010056032649022,2.278199103569251,88.40405128722846,0.9974943890250522,38.06583389019978,-0.7148809824357404,-2.3283834,0,0.0
434.2241025641473,98.94527602775632,32.676880206251106,19.073360677035744,165.9531577642104,1.165782145917234,Normal,96.73152459646089,Solid-state,384,Model B,Long,13.603519529215362,4.388527881233441,3.268475403539128,0.0030358910049927,2.9602435723945297,89.00393100623349,1.0774227344322895,38.63577951377284,-0.08618324809431144,-1.8413554,0,0.0
